symbol,date,trade_id,verdict,violation_type,confidence,rationale,remark_draft
BTCUSDT,2026-01-02,BTCUSDT_00000994,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003825,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003868,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000836,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000059,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001890,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004812,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003604,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000693,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004222,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002722,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002891,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002320,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003898,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003767,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004156,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002842,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001780,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001609,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002497,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001195,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000816,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004332,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001580,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002929,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003190,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000741,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000190,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001819,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000545,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000176,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000824,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003290,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003233,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004165,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001743,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002819,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00000644,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002619,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001516,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001734,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003108,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00004998,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00002489,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003407,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00001272,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003851,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-02,BTCUSDT_00003619,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00003775,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00003040,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00001338,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00002736,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00002917,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00000516,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00002346,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00001957,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00003561,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00003665,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00004471,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00004921,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00002540,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00003933,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00004694,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00004507,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00004448,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-03,BTCUSDT_00000822,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003883,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00002300,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000575,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000504,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003018,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000269,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00004876,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000710,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00004906,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00001451,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000159,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003138,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000959,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003237,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00001270,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00002402,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00002084,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003235,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00004451,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00002111,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000175,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00001386,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00004018,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00001234,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00004039,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003749,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000900,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00003185,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00000019,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-04,BTCUSDT_00002820,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003268,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004849,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004930,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003320,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001006,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000944,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003372,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001602,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003239,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001596,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004598,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000118,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000056,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000908,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002071,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001465,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003769,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003632,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001857,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000954,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003848,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003899,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003716,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001121,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002805,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000322,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003599,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004923,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004349,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003404,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002833,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003314,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002996,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003485,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002779,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002453,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000180,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001056,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002139,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001715,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002468,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000406,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004241,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000743,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002995,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003592,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000542,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002173,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004167,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003332,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001938,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002486,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002318,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002440,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000197,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003395,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004506,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002204,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004898,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002928,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001894,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001466,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003252,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000081,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002936,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003714,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001600,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003236,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000150,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003261,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002521,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003434,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003446,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002761,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004847,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000296,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003645,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001946,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004386,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001792,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002565,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002172,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000219,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00002527,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004749,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003603,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004286,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00004054,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001385,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000708,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00000251,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003962,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001007,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00001437,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-05,BTCUSDT_00003193,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-06,BTCUSDT_00002385,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-06,BTCUSDT_00002727,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
BTCUSDT,2026-01-06,BTCUSDT_00001778,benign,,0.1,No anomaly detected by independent rule set.,Trade appears normal.
